ID,Province_State,Date,Confirmed,Deaths,Recovered,Active,Incident_Rate,People_Tested,People_Hospitalized,Mortality_Rate,Testing_Rate,Hospitalization_Rate
4813,Indiana,7/17/20,54813,2803,40421,11589,814.1891997,604635,7814,5.113750388,8981.214069,14.25574225
4814,Iowa,7/17/20,37903,785,27609,9509,1201.336262,402453,,2.071076168,12755.75502,
4815,Kansas,7/17/20,21388,306,983,20099,734.1467483,249353,1453,1.430708809,8559.084259,6.793529082
4816,Kentucky,7/17/20,21605,658,6772,14175,483.5850789,483062,2864,3.045591298,10812.38488,13.2561907
4817,Louisiana,7/17/20,88590,3509,53288,31793,1905.655531,1043940,,3.960943673,22456.14669,
4818,Maine,7/17/20,3636,115,3114,407,270.4930472,133445,375,3.162816282,9927.377527,10.31353135
4819,Maryland,7/17/20,76371,3359,5286,67726,1263.232589,708216,11728,4.398266358,11714.41426,15.35661442
4820,Massachusetts,7/17/20,112879,8402,95390,9087,1637.70694,1014587,11691,7.443368563,14720.15319,10.35710805
4821,Michigan,7/17/20,80593,6355,53867,20371,806.9906278,1425506,,7.885300212,14273.82008,
4822,Minnesota,7/17/20,45013,1573,38568,4872,798.1549151,819511,4563,3.49454602,14531.28502,10.13707151
4823,Mississippi,7/17/20,40829,1332,25932,13565,1371.873518,371464,3712,3.262387029,12481.36434,9.091577065
4824,Missouri,7/17/20,31738,1125,,30613,517.1221561,537896,,3.544646796,8764.192427,
4825,Montana,7/17/20,2366,37,992,1337,221.3743172,130404,159,1.563820795,12201.2242,6.720202874
4826,Nebraska,7/17/20,22361,301,16501,5559,1155.960893,226196,1453,1.346093645,11693.29325,6.497920487
4827,Nevada,7/17/20,33295,637,842,31816,1080.951744,377007,,1.91320018,12239.86707,
4828,New Hampshire,7/17/20,6165,395,5188,582,453.4051721,141786,670,6.407137064,10427.65705,10.86780211
4829,New Jersey,7/17/20,176551,15684,31400,129467,1987.696728,1768928,21003,8.883552061,19915.44878,11.89627926
4830,New Mexico,7/17/20,16456,565,6578,9313,784.8041018,443368,2312,3.433398153,21144.69039,14.04958678
4831,New York,7/17/20,405551,32463,71970,301118,2084.713436,4999449,89995,8.004665258,25699.4028,22.19079721
4832,North Carolina,7/17/20,95570,1623,67124,26823,911.2245859,1343974,,1.698231663,12814.29477,
4833,North Dakota,7/17/20,4792,90,3903,799,628.8202272,129475,290,1.878130217,16990.08742,6.051752922
4834,Ohio,7/17/20,72280,3112,49302,19866,618.353851,1116124,9445,4.305478694,9548.416901,13.06723852
4835,Oklahoma,7/17/20,24140,445,18766,4929,610.0625959,465044,2289,1.843413422,11752.52485,9.482187241
4836,Oregon,7/17/20,13802,254,3199,10349,327.2370942,324195,1327,1.840312998,7686.467886,9.614548616
4837,Pennsylvania,7/17/20,104079,7004,75603,21472,812.9908563,999390,,6.72950355,7806.521315,
4838,Rhode Island,7/17/20,17793,990,1717,15086,1679.597418,179201,2088,5.563985837,16915.95216,11.73495195
4839,South Carolina,7/17/20,66060,1096,23849,41115,1283.038833,553375,4182,1.65909779,10747.82946,6.330608538
4840,South Dakota,7/17/20,7789,116,6808,865,880.4522421,95973,763,1.489279753,10848.58686,9.795865965
4841,Tennessee,7/17/20,73819,815,42734,30270,1080.935996,1150672,3562,1.104051802,16849.35836,4.825315976
4842,Texas,7/17/20,317768,3820,162191,151757,1095.907381,2767321,,1.202134891,9543.841762,
4843,Utah,7/17/20,32572,235,19862,12475,1015.983366,447806,1984,0.721478571,13967.93096,6.091121208
4844,Vermont,7/17/20,1334,56,1121,157,213.7858199,79366,,4.197901049,12719.13447,
4845,Virginia,7/17/20,75433,2013,9883,63537,883.7541103,876704,11054,2.668593321,10271.2442,14.65406387
4846,Washington,7/17/20,45067,1434,,43633,591.8270946,753174,4944,3.181929128,9890.802143,10.97033306
4847,West Virginia,7/17/20,4783,100,3627,1056,266.8865891,222552,,2.090738031,12418.17775,
4848,Wisconsin,7/17/20,40507,833,31258,8416,695.7056104,756265,4031,2.05643469,12988.8119,9.95136643
4849,Wyoming,7/17/20,2069,24,1590,455,357.4890412,43996,140,1.159980667,7601.782434,6.766553891
4850,Alabama,7/18/20,65234,1286,29736,34212,1330.441336,574495,7782,1.971364626,11716.77185,11.92936199
4851,Alaska,7/18/20,1796,18,708,1070,245.5077951,168363,,1.002227171,23014.71543,
4852,Arizona,7/18/20,141265,2730,17661,120874,1940.795335,771991,6567,1.932538138,10606.14116,4.648709872
4853,Arkansas,7/18/20,32533,357,24776,7400,1078.035552,413005,2135,1.097347309,13685.61378,6.562567239
4854,California,7/18/20,380745,7702,,373043,963.613209,6167218,,2.022876203,15608.38022,
4855,Colorado,7/18/20,39770,1752,4927,33091,690.6029379,430783,5994,4.405330651,7480.513085,15.07166206
4856,Connecticut,7/18/20,47893,4396,8466,35031,1343.314017,629969,10654,9.178794396,17669.51721,22.24542209
4857,Delaware,7/18/20,13429,523,7362,5544,1379.081584,150757,,3.894556557,15481.88267,
4858,Florida,7/18/20,337569,4895,,332674,1571.715866,2931988,20969,1.450073911,13651.28924,6.211767076
4859,Georgia,7/18/20,139880,3169,,136711,1317.457165,1231806,14961,2.265513297,11601.74178,10.69559623
4860,Hawaii,7/18/20,1354,24,994,336,95.63011346,102995,139,1.772525849,7274.315757,10.26587888
4861,Idaho,7/18/20,14303,119,3827,10357,800.3626057,142505,570,0.831993288,7974.248279,3.985177935
4862,Illinois,7/18/20,161785,7483,,154302,1276.730471,2213573,,4.625274284,17468.46803,
4863,Indiana,7/18/20,55654,2820,40722,12112,826.6813661,614455,7861,5.067021238,9127.079793,14.12477091
4864,Iowa,7/18/20,38313,789,27820,9704,1214.331219,403729,,2.059353222,12796.19787,
4865,Kansas,7/18/20,21693,308,983,20402,744.6159254,249353,1453,1.419812843,8559.084259,6.698013184
4866,Kentucky,7/18/20,22184,667,6824,14693,496.5448456,490201,2875,3.006671475,10972.17724,12.95979084
4867,Louisiana,7/18/20,88590,3509,53288,31793,1905.655531,1043940,,3.960943673,22456.14669,
4868,Maine,7/18/20,3645,117,3136,392,271.1625845,134929,375,3.209876543,10037.77678,10.28806584
4869,Maryland,7/18/20,77206,3368,5344,68494,1277.044104,720986,11788,4.362355257,11925.63946,15.2682434
4870,Massachusetts,7/18/20,113238,8419,95390,9429,1642.915498,1026833,11709,7.434783377,14897.82449,10.34016849
4871,Michigan,7/18/20,81338,6364,55162,19812,814.4504322,1456078,,7.824141238,14579.94242,
4872,Minnesota,7/18/20,45470,1578,39310,4582,806.2582807,835962,4602,3.470420057,14822.98845,10.12095887
4873,Mississippi,7/18/20,41846,1346,25932,14568,1406.045195,377285,3727,3.216555943,12676.95267,8.906466568
4874,Missouri,7/18/20,32704,1136,,31568,532.8616482,550876,,3.473581213,8975.68167,
4875,Montana,7/18/20,2471,37,1075,1359,231.1986212,131879,164,1.497369486,12339.23228,6.636989073
4876,Nebraska,7/18/20,22481,301,16665,5515,1162.164342,231151,1480,1.338908412,11949.44396,6.58333704
4877,Nevada,7/18/20,34477,646,842,32989,1119.326424,382537,,1.87371291,12419.40343,
4878,New Hampshire,7/18/20,6188,396,5188,604,455.0967081,141786,670,6.39948287,10427.65705,10.82740789
4879,New Jersey,7/18/20,176814,15699,31400,129715,1990.657709,1781450,21064,8.878821813,20056.42753,11.91308381
4880,New Mexico,7/18/20,16736,569,6654,9513,798.1575989,452298,2337,3.399856597,21570.57156,13.96391013
4881,New York,7/18/20,406305,32478,72064,301763,2088.589333,5069266,89995,7.993502418,26058.29339,22.14961667
4882,North Carolina,7/18/20,98092,1648,67124,29320,935.2709227,1379143,,1.680055458,13149.61818,
4883,North Dakota,7/18/20,4907,90,4029,788,643.9108629,131515,295,1.83411453,17257.78218,6.011819849
4884,Ohio,7/18/20,73821,3132,50280,20409,631.537073,1138436,9513,4.242695168,9739.295583,12.88657699
4885,Oklahoma,7/18/20,25057,451,19186,5420,633.2368875,475731,2375,1.799896237,12022.60517,9.478389272
4886,Oregon,7/18/20,14149,257,3225,10667,335.4642549,330793,1327,1.816382783,7842.902485,9.378754682
4887,Pennsylvania,7/18/20,104780,7015,76183,21582,818.466568,1012727,,6.694979958,7910.700439,
4888,Rhode Island,7/18/20,17793,990,1717,15086,1679.597418,179201,2088,5.563985837,16915.95216,11.73495195
4889,South Carolina,7/18/20,67612,1135,23849,42628,1313.182282,561993,4182,1.678696089,10915.21106,6.185292552
4890,South Dakota,7/18/20,7862,116,6891,855,888.7040091,97247,771,1.475451539,10992.59715,9.806664971
4891,Tennessee,7/18/20,76336,838,43706,31792,1117.792576,1173652,3649,1.097778244,17185.85586,4.780182352
4892,Texas,7/18/20,327106,3939,169581,153586,1128.111955,2842685,,1.204196805,9803.75454,
4893,Utah,7/18/20,33332,243,20421,12668,1039.689229,456240,2014,0.729029161,14231.00365,6.04224169
4894,Vermont,7/18/20,1338,56,1125,157,214.4268569,80446,,4.185351271,12892.21445,
4895,Virginia,7/18/20,76373,2025,9976,64372,894.7669146,889701,11142,2.651460595,10423.51379,14.58892541
4896,Washington,7/18/20,46026,1444,,44582,604.4208369,767657,4984,3.137357146,10080.99523,10.82866206
4897,West Virginia,7/18/20,4894,100,3295,1499,273.0802775,225511,,2.043318349,12583.28697,
4898,Wisconsin,7/18/20,41485,843,32004,8638,712.5027093,768742,4082,2.032059781,13203.10372,9.839701097
4899,Wyoming,7/18/20,2108,24,1611,473,364.2275973,44035,142,1.138519924,7608.520991,6.736242884
4900,Alabama,7/19/20,67011,1287,29736,35988,1366.683085,585533,7782,1.920580203,11941.89083,11.61301876
4901,Alaska,7/19/20,1875,18,712,1145,256.3068574,173010,,0.96,23649.94635,
4902,Arizona,7/19/20,143624,2761,18149,122714,1973.204893,785979,6632,1.922380661,10798.31789,4.617612655
4903,Arkansas,7/19/20,33228,357,25292,7579,1101.065543,419171,2177,1.074395088,13889.93454,6.551703383
4904,California,7/19/20,386906,7715,,379191,979.2058523,6286852,,1.994024388,15911.15742,
4905,Colorado,7/19/20,40124,1752,4948,33424,696.7501202,435938,6019,4.366463962,7570.029256,15.00099691
4906,Connecticut,7/19/20,47893,4396,8466,35031,1343.314017,629969,10654,9.178794396,17669.51721,22.24542209
4907,Delaware,7/19/20,13519,523,7362,5634,1388.32407,152995,,3.868629336,15711.71249,
4908,Florida,7/19/20,350047,4982,,345065,1629.813234,3002641,21309,1.423237451,13980.24848,6.087468254
4909,Georgia,7/19/20,143129,3174,,139955,1348.05781,1255319,15010,2.217579945,11823.19853,10.48704316
4910,Hawaii,7/19/20,1381,24,1019,338,97.5370655,104635,140,1.737871108,7390.145437,10.13758146
4911,Idaho,7/19/20,14874,119,3989,10766,832.3144374,146186,583,0.800053785,8180.228475,3.919591233
4912,Illinois,7/19/20,162750,7488,,155262,1284.345794,2245686,,4.600921659,17721.88859,
4913,Indiana,7/19/20,56571,2822,40965,12784,840.3024322,626880,7895,4.988421629,9311.64004,13.95591381
4914,Iowa,7/19/20,38813,793,27894,10126,1230.178728,415491,,2.043129879,13168.99467,
4915,Kansas,7/19/20,21996,309,983,20704,755.0164521,249353,1453,1.404800873,8559.084259,6.605746499
4916,Kentucky,7/19/20,23161,670,6824,15667,518.4130531,490201,2875,2.892793921,10972.17724,12.41310824
4917,Louisiana,7/19/20,91706,3543,53288,34875,1972.683668,1069304,,3.863433145,23001.75056,
4918,Maine,7/19/20,3687,117,3148,422,274.2870916,137437,375,3.173311635,10224.35449,10.17087063
4919,Maryland,7/19/20,78131,3377,5344,69410,1292.344286,739785,11841,4.322228053,12236.58877,15.15531607
4920,Massachusetts,7/19/20,113534,8431,95390,9713,1647.210019,1040535,11717,7.425969313,15096.6202,10.32025649
4921,Michigan,7/19/20,81868,6366,55162,20340,819.7574072,1484459,,7.775931988,14864.12592,
4922,Minnesota,7/19/20,46204,1581,40001,4622,819.2733143,853188,4627,3.421781664,15128.43391,10.01428448
4923,Mississippi,7/19/20,42638,1355,25932,15351,1432.656766,378077,3727,3.177916413,12703.56424,8.741029129
4924,Missouri,7/19/20,33521,1136,,32385,546.1734134,559079,,3.388920378,9109.337006,
4925,Montana,7/19/20,2533,37,1075,1421,236.9996388,133159,165,1.460718516,12458.99523,6.514015002
4926,Nebraska,7/19/20,22583,301,16801,5481,1167.437273,232401,1481,1.332861002,12014.06322,6.558030377
4927,Nevada,7/19/20,35765,647,842,34276,1161.142488,389788,,1.809031176,12654.81359,
4928,New Hampshire,7/19/20,6203,398,5251,554,456.1998837,143378,673,6.416250202,10544.74076,10.84958891
4929,New Jersey,7/19/20,176783,15706,31405,129672,1990.308696,1791137,21064,8.884338426,20165.48847,11.91517284
4930,New Mexico,7/19/20,16971,571,6736,9664,809.3649983,460664,2364,3.364563078,21969.55498,13.92964469
4931,New York,7/19/20,406807,32495,72161,302151,2091.169838,5115470,89995,7.987817319,26295.8026,22.12228403
4932,North Carolina,7/19/20,99803,1652,67124,31027,951.5846746,1394864,,1.655260864,13299.51209,
4933,North Dakota,7/19/20,5019,92,4131,796,658.6078298,133854,302,1.833034469,17564.71258,6.017134887
4934,Ohio,7/19/20,74932,3174,51086,20672,641.0416542,1162914,9555,4.235840495,9948.704348,12.75156142
4935,Oklahoma,7/19/20,25266,451,19466,5349,638.5187053,475940,2388,1.78500752,12027.88699,9.451436713
4936,Oregon,7/19/20,14579,260,3225,11094,345.6592955,335590,1327,1.783387064,7956.636462,9.102133205
4937,Pennsylvania,7/19/20,105384,7022,76780,21582,823.1845848,1027379,,6.663250588,8025.151404,
4938,Rhode Island,7/19/20,17793,990,1717,15086,1679.597418,179201,2088,5.563985837,16915.95216,11.73495195
4939,South Carolina,7/19/20,69986,1155,22553,46278,1359.290883,577386,4182,1.650330066,11214.17892,5.97548081
4940,South Dakota,7/19/20,7906,118,6952,836,893.6776769,98087,774,1.492537313,11087.54899,9.790032886
4941,Tennessee,7/19/20,78115,843,44319,32953,1143.842579,1197297,3681,1.079178135,17532.091,4.712283172
4942,Texas,7/19/20,335257,4012,172936,158309,1156.222844,2932364,,1.19669388,10113.0364,
4943,Utah,7/19/20,34117,243,20915,12959,1064.174889,462822,2033,0.712254888,14436.3089,5.958906117
4944,Vermont,7/19/20,1350,56,1137,157,216.3499677,82500,,4.148148148,13221.38692,
4945,Virginia,7/19/20,77430,2027,10017,65386,907.1504615,907363,11203,2.617848379,10630.43735,14.46855224
4946,Washington,7/19/20,46946,1447,,45499,616.5024249,791786,5033,3.08226473,10397.86114,10.72082819
4947,West Virginia,7/19/20,4990,100,3373,1517,278.4369809,230988,,2.004008016,12888.89806,
4948,Wisconsin,7/19/20,42315,844,32628,8843,726.757916,776850,4107,1.994564575,13342.3582,9.705778093
4949,Wyoming,7/19/20,2126,25,1615,486,367.3377001,44053,143,1.175917215,7611.631093,6.726246472
4950,Alabama,7/20/20,68891,1291,29736,37864,1405.025509,593788,8368,1.87397483,12110.25079,12.14672454
4951,Alaska,7/20/20,1950,18,712,1220,266.5591317,175586,,0.923076923,24002.07779,
4952,Arizona,7/20/20,145183,2784,18518,123881,1994.623503,793523,6698,1.917579882,10901.96253,4.613487805
4953,Arkansas,7/20/20,33927,363,26397,7167,1124.228081,432816,2202,1.069944292,14342.08451,6.490405871
4954,California,7/20/20,397870,7770,,390100,1006.954228,6414321,,1.952899188,16233.76392,
4955,Colorado,7/20/20,40548,1758,4969,33821,704.112847,442169,6032,4.335602249,7678.230084,14.87619611
4956,Connecticut,7/20/20,48055,4406,8466,35183,1347.85783,657293,10654,9.168660909,18435.90712,22.17042972
4957,Delaware,7/20/20,13624,523,7362,5739,1399.10697,152995,,3.838813858,15711.71249,
4958,Florida,7/20/20,360394,5072,,355322,1677.988701,3052106,21605,1.407348624,14210.55673,5.994827883
4959,Georgia,7/20/20,145582,3177,,142405,1371.161345,1273781,15047,2.182275281,11997.08253,10.33575579
4960,Hawaii,7/20/20,1393,24,1043,326,98.38459974,105956,150,1.722900215,7483.444831,10.76812635
4961,Idaho,7/20/20,15268,122,4149,10997,854.3617608,147888,600,0.799056851,8275.468436,3.929787791
4962,Illinois,7/20/20,163922,7494,,156428,1293.594662,2280284,,4.571686534,17994.91959,
4963,Indiana,7/20/20,57206,2825,41322,13059,849.7346863,635660,7941,4.938293186,9442.057663,13.88141104
4964,Iowa,7/20/20,39343,798,28024,10521,1246.977088,418544,,2.028315075,13265.75956,
4965,Kansas,7/20/20,22656,312,1016,21328,777.6710646,261531,1497,1.377118644,8977.096187,6.607521186
4966,Kentucky,7/20/20,23414,671,6876,15867,524.0759563,494154,2882,2.865806782,11060.6573,12.30887503
4967,Louisiana,7/20/20,94892,3462,53288,38142,2041.217572,1102924,,3.648358133,23724.94888,
4968,Maine,7/20/20,3711,117,3159,435,276.0725243,139222,375,3.152789006,10357.14605,10.10509297
4969,Maryland,7/20/20,78685,3382,5344,69959,1301.507854,749279,11897,4.298150855,12393.62652,15.11978141
4970,Massachusetts,7/20/20,113789,8433,95390,9966,1650.909691,1051281,11722,7.41108543,15252.52873,10.30152299
4971,Michigan,7/20/20,82395,6373,55162,20860,825.0343426,1506789,,7.734692639,15087.71979,
4972,Minnesota,7/20/20,47107,1585,40742,4780,835.2849973,867410,4678,3.364680408,15380.61349,9.930583565
4973,Mississippi,7/20/20,43889,1358,30315,12216,1474.690951,389975,3766,3.094169382,13103.34261,8.58073777
4974,Missouri,7/20/20,34102,1138,,32964,555.6399195,571912,,3.33704768,9318.431108,
4975,Montana,7/20/20,2620,39,1334,1247,245.1397765,139042,167,1.488549618,13009.43695,6.374045802
4976,Nebraska,7/20/20,22847,313,17112,5422,1181.084859,234896,1482,1.36998293,12143.04325,6.486628441
4977,Nevada,7/20/20,36713,648,867,35198,1191.920149,395421,,1.765042356,12837.69393,
4978,New Hampshire,7/20/20,6249,398,5251,600,459.5829555,143378,673,6.369019043,10544.74076,10.76972316
4979,New Jersey,7/20/20,176963,15715,31448,129800,1992.335224,1802874,21058,8.880387426,20297.6293,11.89966264
4980,New Mexico,7/20/20,17215,578,6764,9873,821.0016172,469215,2387,3.357537032,22377.36124,13.8658147
4981,New York,7/20/20,407326,32506,72229,302591,2093.83773,5164812,89995,7.980340072,26549.44254,22.09409662
4982,North Carolina,7/20/20,101231,1677,78707,20847,965.2001262,1423888,,1.656607166,13576.24519,
4983,North Dakota,7/20/20,5126,93,4219,814,672.6486821,135978,305,1.81428014,17843.43006,5.950058525
4984,Ohio,7/20/20,76168,3189,51860,21119,651.6156077,1181912,9610,4.186797605,10111.23183,12.61684697
4985,Oklahoma,7/20/20,25436,452,19750,5234,642.8149208,476108,2403,1.777008964,12032.13266,9.447240132
4986,Oregon,7/20/20,14847,262,3338,11247,352.0134138,340044,1387,1.764666263,8062.238115,9.341954604
4987,Pennsylvania,7/20/20,106405,7025,76780,22600,794.7046354,1039913,,6.898110834,8123.058065,
4988,Rhode Island,7/20/20,17904,995,1738,15171,1690.075432,183625,2110,5.557417337,17333.5624,11.78507596
4989,South Carolina,7/20/20,71445,1164,22553,47728,1387.628056,588316,4182,1.629225278,11426.46494,5.853453706
4990,South Dakota,7/20/20,7943,118,6996,829,897.8600794,98654,774,1.485584792,11151.64148,9.744429057
4991,Tennessee,7/20/20,79754,847,45974,32933,1167.842553,1215167,3712,1.062015698,17793.76247,4.654312009
4992,Texas,7/20/20,343783,4106,177871,161806,1185.627021,2984554,,1.194358069,10293.02748,
4993,Utah,7/20/20,34526,247,21504,12775,1076.932387,469404,2066,0.715402885,14641.61414,5.983896194
4994,Vermont,7/20/20,1360,56,1139,165,217.9525601,83868,,4.117647059,13440.62155,
4995,Virginia,7/20/20,78375,2031,10107,66237,918.2218445,920461,11265,2.59138756,10783.89024,14.37320574
4996,Washington,7/20/20,47743,1453,,46290,626.9687571,809339,5063,3.043378087,10628.36996,10.60469598
4997,West Virginia,7/20/20,5084,100,3466,1518,283.6820863,234980,,1.966955153,13111.64765,
4998,Wisconsin,7/20/20,43018,846,33130,9042,738.8319043,783866,4129,1.966618625,13462.85763,9.598307685
4999,Wyoming,7/20/20,2187,24,1652,511,377.877493,44114,144,1.09739369,7622.170886,6.58436214
5000,Alabama,7/21/20,70358,1303,29736,39319,1434.944837,600381,8538,1.851957134,12244.71441,12.13508059
5001,Alaska,7/21/20,2042,18,737,1287,279.1352548,178626,,0.881488737,24417.63665,
5002,Arizona,7/21/20,148683,2918,18863,126902,2042.7089,807666,6894,1.962564651,11096.26875,4.636710317
